Year,Outperformed?,Interest Rate (Federal Funds Effective Rate),CPI,UnemploymentRate,GDPGrowthRate,GICS Sector,GICS Sub-Industry,Founded,Gender,CEO Transition,Tenure Bucket,HQ_US_State_or_Country,Salary_Bucket
2019,1,2.4,1.8,3.7,2.5,Health Care,Health Care Supplies,1997,M,0.0,10+ years,Arizona,"(15000000, 20000000]"
2020,1,1.55,1.2,8.1,-2.2,Health Care,Health Care Supplies,1997,M,0.0,10+ years,Arizona,"(15000000, 20000000]"
2021,0,0.09,4.7,5.4,5.8,Health Care,Health Care Supplies,1997,M,0.0,10+ years,Arizona,"(15000000, 20000000]"
2022,0,0.08,8.0,3.6,1.9,Health Care,Health Care Supplies,1997,M,0.0,10+ years,Arizona,"(15000000, 20000000]"
2023,1,4.33,3.2,3.5,2.5,Health Care,Health Care Supplies,1997,M,0.0,10+ years,Arizona,"(15000000, 20000000]"
2015,0,0.11,0.1,5.3,2.9,Financials,Property & Casualty Insurance,1931,M,0.0,10+ years,Illinois,"(15000000, 20000000]"
2016,1,0.34,1.3,4.9,1.8,Financials,Property & Casualty Insurance,1931,M,0.0,5 to 10 years,Illinois,"(15000000, 20000000]"
2017,1,0.65,2.1,4.4,2.5,Financials,Property & Casualty Insurance,1931,M,0.0,10+ years,Illinois,"(15000000, 20000000]"
2018,0,1.41,2.4,3.9,3.0,Financials,Property & Casualty Insurance,1931,M,0.0,10+ years,Illinois,"(15000000, 20000000]"
2019,1,2.4,1.8,3.7,2.5,Financials,Property & Casualty Insurance,1931,M,0.0,10+ years,Illinois,"(15000000, 20000000]"
2020,0,1.55,1.2,8.1,-2.2,Financials,Property & Casualty Insurance,1931,M,0.0,10+ years,Illinois,"(15000000, 20000000]"
2021,0,0.09,4.7,5.4,5.8,Financials,Property & Casualty Insurance,1931,M,0.0,10+ years,Illinois,"(15000000, 20000000]"
2022,1,0.08,8.0,3.6,1.9,Financials,Property & Casualty Insurance,1931,M,0.0,10+ years,Illinois,"(15000000, 20000000]"
2023,0,4.33,3.2,3.5,2.5,Financials,Property & Casualty Insurance,1931,M,0.0,10+ years,Illinois,"(15000000, 20000000]"
2015,1,0.11,0.1,5.3,2.9,Industrials,Building Products,1908,M,0.0,10+ years,Ireland,"(5000000, 10000000]"
2016,0,0.34,1.3,4.9,1.8,Industrials,Building Products,1908,M,0.0,2 to 5 years,Ireland,"(5000000, 10000000]"
2017,1,0.65,2.1,4.4,2.5,Industrials,Building Products,1908,M,0.0,2 to 5 years,Ireland,"(5000000, 10000000]"
2018,1,1.41,2.4,3.9,3.0,Industrials,Building Products,1908,M,0.0,2 to 5 years,Ireland,"(5000000, 10000000]"
2019,1,2.4,1.8,3.7,2.5,Industrials,Building Products,1908,M,0.0,5 to 10 years,Ireland,"(5000000, 10000000]"
2020,0,1.55,1.2,8.1,-2.2,Industrials,Building Products,1908,M,0.0,5 to 10 years,Ireland,"(5000000, 10000000]"
2021,0,0.09,4.7,5.4,5.8,Industrials,Building Products,1908,M,0.0,5 to 10 years,Ireland,"(5000000, 10000000]"
2022,0,0.08,8.0,3.6,1.9,Industrials,Building Products,1908,M,1.0,<= 2 years,Ireland,"(5000000, 10000000]"
2023,0,4.33,3.2,3.5,2.5,Industrials,Building Products,1908,M,0.0,<= 2 years,Ireland,"(5000000, 10000000]"
2015,0,0.11,0.1,5.3,2.9,Information Technology,Semiconductor Materials & Equipment,1967,M,0.0,<= 2 years,California,"(20000000, 25000000]"
2016,1,0.34,1.3,4.9,1.8,Information Technology,Semiconductor Materials & Equipment,1967,M,0.0,2 to 5 years,California,"(20000000, 25000000]"
2017,1,0.65,2.1,4.4,2.5,Information Technology,Semiconductor Materials & Equipment,1967,M,0.0,2 to 5 years,California,"(20000000, 25000000]"
2018,0,1.41,2.4,3.9,3.0,Information Technology,Semiconductor Materials & Equipment,1967,M,0.0,2 to 5 years,California,"(20000000, 25000000]"
2019,1,2.4,1.8,3.7,2.5,Information Technology,Semiconductor Materials & Equipment,1967,M,0.0,5 to 10 years,California,"(20000000, 25000000]"
2020,1,1.55,1.2,8.1,-2.2,Information Technology,Semiconductor Materials & Equipment,1967,M,0.0,5 to 10 years,California,"(20000000, 25000000]"
2021,1,0.09,4.7,5.4,5.8,Information Technology,Semiconductor Materials & Equipment,1967,M,0.0,5 to 10 years,California,"(20000000, 25000000]"
2022,0,0.08,8.0,3.6,1.9,Information Technology,Semiconductor Materials & Equipment,1967,M,0.0,5 to 10 years,California,"(20000000, 25000000]"
2023,1,4.33,3.2,3.5,2.5,Information Technology,Semiconductor Materials & Equipment,1967,M,0.0,5 to 10 years,California,"(20000000, 25000000]"
2015,0,0.11,0.1,5.3,2.9,Materials,Paper & Plastic Packaging Products & Materials,2019,M,0.0,10+ years,Bristol,"(5000000, 10000000]"
2016,1,0.34,1.3,4.9,1.8,Materials,Paper & Plastic Packaging Products & Materials,2019,M,0.0,2 to 5 years,Bristol,"(5000000, 10000000]"
2017,0,0.65,2.1,4.4,2.5,Materials,Paper & Plastic Packaging Products & Materials,2019,M,0.0,2 to 5 years,Bristol,"(5000000, 10000000]"
2018,0,1.41,2.4,3.9,3.0,Materials,Paper & Plastic Packaging Products & Materials,2019,M,0.0,2 to 5 years,Bristol,"(5000000, 10000000]"
2019,0,2.4,1.8,3.7,2.5,Materials,Paper & Plastic Packaging Products & Materials,2019,M,0.0,5 to 10 years,Bristol,"(5000000, 10000000]"
2020,0,1.55,1.2,8.1,-2.2,Materials,Paper & Plastic Packaging Products & Materials,2019,M,0.0,5 to 10 years,Bristol,"(5000000, 10000000]"
2021,0,0.09,4.7,5.4,5.8,Materials,Paper & Plastic Packaging Products & Materials,2019,M,0.0,5 to 10 years,Bristol,"(5000000, 10000000]"
2022,1,0.08,8.0,3.6,1.9,Materials,Paper & Plastic Packaging Products & Materials,2019,M,0.0,5 to 10 years,Bristol,"(5000000, 10000000]"
2023,0,4.33,3.2,3.5,2.5,Materials,Paper & Plastic Packaging Products & Materials,2019,M,0.0,10+ years,Bristol,"(5000000, 10000000]"
2015,1,0.11,0.1,5.3,2.9,Information Technology,Semiconductors,1969,F,0.0,10+ years,California,"(25000000, 50000000]"
2016,1,0.34,1.3,4.9,1.8,Information Technology,Semiconductors,1969,F,0.0,<= 2 years,California,"(25000000, 50000000]"
2017,0,0.65,2.1,4.4,2.5,Information Technology,Semiconductors,1969,F,0.0,2 to 5 years,California,"(25000000, 50000000]"
2018,1,1.41,2.4,3.9,3.0,Information Technology,Semiconductors,1969,F,0.0,2 to 5 years,California,"(25000000, 50000000]"
2019,1,2.4,1.8,3.7,2.5,Information Technology,Semiconductors,1969,F,0.0,2 to 5 years,California,"(25000000, 50000000]"
2020,1,1.55,1.2,8.1,-2.2,Information Technology,Semiconductors,1969,F,0.0,5 to 10 years,California,"(25000000, 50000000]"
2021,1,0.09,4.7,5.4,5.8,Information Technology,Semiconductors,1969,F,0.0,5 to 10 years,California,"(25000000, 50000000]"
2022,0,0.08,8.0,3.6,1.9,Information Technology,Semiconductors,1969,F,0.0,5 to 10 years,California,"(25000000, 50000000]"
2023,1,4.33,3.2,3.5,2.5,Information Technology,Semiconductors,1969,F,0.0,5 to 10 years,California,"(25000000, 50000000]"
2015,1,0.11,0.1,5.3,2.9,Industrials,Electrical Components & Equipment,1930,M,0.0,5 to 10 years,Pennsylvania,"(10000000, 15000000]"
2016,0,0.34,1.3,4.9,1.8,Industrials,Electrical Components & Equipment,1930,M,1.0,<= 2 years,Pennsylvania,"(10000000, 15000000]"
2017,1,0.65,2.1,4.4,2.5,Industrials,Electrical Components & Equipment,1930,M,0.0,<= 2 years,Pennsylvania,"(10000000, 15000000]"
2018,0,1.41,2.4,3.9,3.0,Industrials,Electrical Components & Equipment,1930,M,0.0,<= 2 years,Pennsylvania,"(10000000, 15000000]"
2019,1,2.4,1.8,3.7,2.5,Industrials,Electrical Components & Equipment,1930,M,0.0,2 to 5 years,Pennsylvania,"(10000000, 15000000]"
2020,1,1.55,1.2,8.1,-2.2,Industrials,Electrical Components & Equipment,1930,M,0.0,2 to 5 years,Pennsylvania,"(10000000, 15000000]"
2021,0,0.09,4.7,5.4,5.8,Industrials,Electrical Components & Equipment,1930,M,0.0,2 to 5 years,Pennsylvania,"(10000000, 15000000]"
2022,1,0.08,8.0,3.6,1.9,Industrials,Electrical Components & Equipment,1930,M,0.0,5 to 10 years,Pennsylvania,"(10000000, 15000000]"
2023,0,4.33,3.2,3.5,2.5,Industrials,Electrical Components & Equipment,1930,M,0.0,5 to 10 years,Pennsylvania,"(10000000, 15000000]"
2015,1,0.11,0.1,5.3,2.9,Health Care,Biotechnology,1980,M,0.0,5 to 10 years,California,"(20000000, 25000000]"
2016,0,0.34,1.3,4.9,1.8,Health Care,Biotechnology,1980,M,0.0,2 to 5 years,California,"(20000000, 25000000]"
2017,0,0.65,2.1,4.4,2.5,Health Care,Biotechnology,1980,M,0.0,2 to 5 years,California,"(20000000, 25000000]"
2018,1,1.41,2.4,3.9,3.0,Health Care,Biotechnology,1980,M,0.0,5 to 10 years,California,"(20000000, 25000000]"
2019,0,2.4,1.8,3.7,2.5,Health Care,Biotechnology,1980,M,0.0,5 to 10 years,California,"(20000000, 25000000]"
2020,0,1.55,1.2,8.1,-2.2,Health Care,Biotechnology,1980,M,0.0,5 to 10 years,California,"(20000000, 25000000]"
2021,0,0.09,4.7,5.4,5.8,Health Care,Biotechnology,1980,M,0.0,5 to 10 years,California,"(20000000, 25000000]"
2022,1,0.08,8.0,3.6,1.9,Health Care,Biotechnology,1980,M,0.0,5 to 10 years,California,"(20000000, 25000000]"
2023,0,4.33,3.2,3.5,2.5,Health Care,Biotechnology,1980,M,0.0,10+ years,California,"(20000000, 25000000]"
2015,0,0.11,0.1,5.3,2.9,Financials,Asset Management & Custody Banks,1894,M,0.0,10+ years,Minnesota,"(20000000, 25000000]"
2016,0,0.34,1.3,4.9,1.8,Financials,Asset Management & Custody Banks,1894,M,0.0,10+ years,Minnesota,"(20000000, 25000000]"
2017,1,0.65,2.1,4.4,2.5,Financials,Asset Management & Custody Banks,1894,M,0.0,10+ years,Minnesota,"(20000000, 25000000]"
2018,0,1.41,2.4,3.9,3.0,Financials,Asset Management & Custody Banks,1894,M,0.0,10+ years,Minnesota,"(20000000, 25000000]"
2019,1,2.4,1.8,3.7,2.5,Financials,Asset Management & Custody Banks,1894,M,0.0,10+ years,Minnesota,"(20000000, 25000000]"
2020,1,1.55,1.2,8.1,-2.2,Financials,Asset Management & Custody Banks,1894,M,0.0,10+ years,Minnesota,"(20000000, 25000000]"
2021,1,0.09,4.7,5.4,5.8,Financials,Asset Management & Custody Banks,1894,M,0.0,10+ years,Minnesota,"(20000000, 25000000]"
2022,1,0.08,8.0,3.6,1.9,Financials,Asset Management & Custody Banks,1894,M,0.0,10+ years,Minnesota,"(20000000, 25000000]"
2023,0,4.33,3.2,3.5,2.5,Financials,Asset Management & Custody Banks,1894,M,0.0,10+ years,Minnesota,"(20000000, 25000000]"
2015,0,0.11,0.1,5.3,2.9,Real Estate,Telecom Tower REITs,1995,M,0.0,10+ years,Massachusetts,"(15000000, 20000000]"
2016,0,0.34,1.3,4.9,1.8,Real Estate,Telecom Tower REITs,1995,M,0.0,10+ years,Massachusetts,"(15000000, 20000000]"
2017,1,0.65,2.1,4.4,2.5,Real Estate,Telecom Tower REITs,1995,M,0.0,10+ years,Massachusetts,"(15000000, 20000000]"
2018,1,1.41,2.4,3.9,3.0,Real Estate,Telecom Tower REITs,1995,M,0.0,10+ years,Massachusetts,"(15000000, 20000000]"
2019,1,2.4,1.8,3.7,2.5,Real Estate,Telecom Tower REITs,1995,M,0.0,10+ years,Massachusetts,"(15000000, 20000000]"
2020,0,1.55,1.2,8.1,-2.2,Real Estate,Telecom Tower REITs,1995,M,1.0,<= 2 years,Massachusetts,"(15000000, 20000000]"
2021,1,0.09,4.7,5.4,5.8,Real Estate,Telecom Tower REITs,1995,M,0.0,<= 2 years,Massachusetts,"(15000000, 20000000]"
2022,0,0.08,8.0,3.6,1.9,Real Estate,Telecom Tower REITs,1995,M,0.0,<= 2 years,Massachusetts,"(15000000, 20000000]"
2023,0,4.33,3.2,3.5,2.5,Real Estate,Telecom Tower REITs,1995,M,0.0,2 to 5 years,Massachusetts,"(15000000, 20000000]"
2015,1,0.11,0.1,5.3,2.9,Consumer Discretionary,Broadline Retail,1994,M,0.0,2 to 5 years,Washington,"(0, 5000000]"
2016,1,0.34,1.3,4.9,1.8,Consumer Discretionary,Broadline Retail,1994,M,0.0,10+ years,Washington,"(0, 5000000]"
2017,1,0.65,2.1,4.4,2.5,Consumer Discretionary,Broadline Retail,1994,M,0.0,10+ years,Washington,"(0, 5000000]"
2018,1,1.41,2.4,3.9,3.0,Consumer Discretionary,Broadline Retail,1994,M,0.0,10+ years,Washington,"(0, 5000000]"
2019,0,2.4,1.8,3.7,2.5,Consumer Discretionary,Broadline Retail,1994,M,0.0,10+ years,Washington,"(0, 5000000]"
2020,1,1.55,1.2,8.1,-2.2,Consumer Discretionary,Broadline Retail,1994,M,0.0,10+ years,Washington,"(0, 5000000]"
2021,0,0.09,4.7,5.4,5.8,Consumer Discretionary,Broadline Retail,1994,M,1.0,<= 2 years,Washington,"(0, 5000000]"
2022,0,0.08,8.0,3.6,1.9,Consumer Discretionary,Broadline Retail,1994,M,0.0,<= 2 years,Washington,"(0, 5000000]"
2023,1,4.33,3.2,3.5,2.5,Consumer Discretionary,Broadline Retail,1994,M,0.0,<= 2 years,Washington,"(0, 5000000]"
2015,1,0.11,0.1,5.3,2.9,Information Technology,Communications Equipment,2004,F,0.0,2 to 5 years,California,"(10000000, 15000000]"
2016,1,0.34,1.3,4.9,1.8,Information Technology,Communications Equipment,2004,F,0.0,5 to 10 years,California,"(10000000, 15000000]"
2017,1,0.65,2.1,4.4,2.5,Information Technology,Communications Equipment,2004,F,0.0,5 to 10 years,California,"(10000000, 15000000]"
2018,0,1.41,2.4,3.9,3.0,Information Technology,Communications Equipment,2004,F,0.0,5 to 10 years,California,"(10000000, 15000000]"
2019,0,2.4,1.8,3.7,2.5,Information Technology,Communications Equipment,2004,F,0.0,10+ years,California,"(10000000, 15000000]"
2020,1,1.55,1.2,8.1,-2.2,Information Technology,Communications Equipment,2004,F,0.0,10+ years,California,"(10000000, 15000000]"
2021,1,0.09,4.7,5.4,5.8,Information Technology,Communications Equipment,2004,F,0.0,10+ years,California,"(10000000, 15000000]"
2022,1,0.08,8.0,3.6,1.9,Information Technology,Communications Equipment,2004,F,0.0,10+ years,California,"(10000000, 15000000]"
2023,1,4.33,3.2,3.5,2.5,Information Technology,Communications Equipment,2004,F,0.0,10+ years,California,"(10000000, 15000000]"
2015,1,0.11,0.1,5.3,2.9,Information Technology,Application Software,1969,M,0.0,10+ years,Pennsylvania,"(20000000, 25000000]"
2016,0,0.34,1.3,4.9,1.8,Information Technology,Application Software,1969,M,0.0,<= 2 years,Pennsylvania,"(20000000, 25000000]"
2017,1,0.65,2.1,4.4,2.5,Information Technology,Application Software,1969,M,1.0,<= 2 years,Pennsylvania,"(20000000, 25000000]"
2018,1,1.41,2.4,3.9,3.0,Information Technology,Application Software,1969,M,0.0,<= 2 years,Pennsylvania,"(20000000, 25000000]"
2019,1,2.4,1.8,3.7,2.5,Information Technology,Application Software,1969,M,0.0,<= 2 years,Pennsylvania,"(20000000, 25000000]"
2020,1,1.55,1.2,8.1,-2.2,Information Technology,Application Software,1969,M,0.0,2 to 5 years,Pennsylvania,"(20000000, 25000000]"
2021,0,0.09,4.7,5.4,5.8,Information Technology,Application Software,1969,M,0.0,2 to 5 years,Pennsylvania,"(20000000, 25000000]"
2022,0,0.08,8.0,3.6,1.9,Information Technology,Application Software,1969,M,0.0,2 to 5 years,Pennsylvania,"(20000000, 25000000]"
2023,1,4.33,3.2,3.5,2.5,Information Technology,Application Software,1969,M,0.0,5 to 10 years,Pennsylvania,"(20000000, 25000000]"
2015,0,0.11,0.1,5.3,2.9,Financials,Insurance Brokers,1996,M,0.0,5 to 10 years,UK,"(15000000, 20000000]"
2016,1,0.34,1.3,4.9,1.8,Financials,Insurance Brokers,1996,M,0.0,10+ years,UK,"(15000000, 20000000]"
2017,1,0.65,2.1,4.4,2.5,Financials,Insurance Brokers,1996,M,0.0,10+ years,UK,"(15000000, 20000000]"
2018,1,1.41,2.4,3.9,3.0,Financials,Insurance Brokers,1996,M,0.0,10+ years,UK,"(15000000, 20000000]"
2019,1,2.4,1.8,3.7,2.5,Financials,Insurance Brokers,1996,M,0.0,10+ years,UK,"(15000000, 20000000]"
2020,0,1.55,1.2,8.1,-2.2,Financials,Insurance Brokers,1996,M,0.0,10+ years,UK,"(15000000, 20000000]"
2021,1,0.09,4.7,5.4,5.8,Financials,Insurance Brokers,1996,M,0.0,10+ years,UK,"(15000000, 20000000]"
2022,1,0.08,8.0,3.6,1.9,Financials,Insurance Brokers,1996,M,0.0,10+ years,UK,"(15000000, 20000000]"
2023,0,4.33,3.2,3.5,2.5,Financials,Insurance Brokers,1996,M,0.0,10+ years,UK,"(15000000, 20000000]"
2015,1,0.11,0.1,5.3,2.9,Industrials,Building Products,1916,M,0.0,10+ years,Wisconsin,"(5000000, 10000000]"
2016,1,0.34,1.3,4.9,1.8,Industrials,Building Products,1916,M,0.0,2 to 5 years,Wisconsin,"(5000000, 10000000]"
2017,1,0.65,2.1,4.4,2.5,Industrials,Building Products,1916,M,0.0,2 to 5 years,Wisconsin,"(5000000, 10000000]"
2018,0,1.41,2.4,3.9,3.0,Industrials,Building Products,1916,M,1.0,<= 2 years,Wisconsin,"(5000000, 10000000]"
2019,0,2.4,1.8,3.7,2.5,Industrials,Building Products,1916,M,0.0,<= 2 years,Wisconsin,"(5000000, 10000000]"
2020,0,1.55,1.2,8.1,-2.2,Industrials,Building Products,1916,M,0.0,<= 2 years,Wisconsin,"(5000000, 10000000]"
2021,1,0.09,4.7,5.4,5.8,Industrials,Building Products,1916,M,0.0,2 to 5 years,Wisconsin,"(5000000, 10000000]"
2022,0,0.08,8.0,3.6,1.9,Industrials,Building Products,1916,M,0.0,2 to 5 years,Wisconsin,"(5000000, 10000000]"
2023,1,4.33,3.2,3.5,2.5,Industrials,Building Products,1916,M,0.0,2 to 5 years,Wisconsin,"(5000000, 10000000]"
2015,0,0.11,0.1,5.3,2.9,Energy,Oil & Gas Exploration & Production,1954,M,1.0,<= 2 years,Texas,"(10000000, 15000000]"
2016,1,0.34,1.3,4.9,1.8,Energy,Oil & Gas Exploration & Production,1954,M,0.0,<= 2 years,Texas,"(10000000, 15000000]"
2017,0,0.65,2.1,4.4,2.5,Energy,Oil & Gas Exploration & Production,1954,M,0.0,<= 2 years,Texas,"(10000000, 15000000]"
2018,0,1.41,2.4,3.9,3.0,Energy,Oil & Gas Exploration & Production,1954,M,0.0,2 to 5 years,Texas,"(10000000, 15000000]"
2019,0,2.4,1.8,3.7,2.5,Energy,Oil & Gas Exploration & Production,1954,M,0.0,2 to 5 years,Texas,"(10000000, 15000000]"
2020,0,1.55,1.2,8.1,-2.2,Energy,Oil & Gas Exploration & Production,1954,M,0.0,2 to 5 years,Texas,"(10000000, 15000000]"
2021,1,0.09,4.7,5.4,5.8,Energy,Oil & Gas Exploration & Production,1954,M,0.0,5 to 10 years,Texas,"(10000000, 15000000]"
2022,1,0.08,8.0,3.6,1.9,Energy,Oil & Gas Exploration & Production,1954,M,0.0,5 to 10 years,Texas,"(10000000, 15000000]"
2023,0,4.33,3.2,3.5,2.5,Energy,Oil & Gas Exploration & Production,1954,M,0.0,5 to 10 years,Texas,"(10000000, 15000000]"
2015,0,0.11,0.1,5.3,2.9,Materials,Industrial Gases,1940,M,0.0,5 to 10 years,Pennsylvania,"(15000000, 20000000]"
2016,1,0.34,1.3,4.9,1.8,Materials,Industrial Gases,1940,M,0.0,<= 2 years,Pennsylvania,"(15000000, 20000000]"
2017,0,0.65,2.1,4.4,2.5,Materials,Industrial Gases,1940,M,0.0,2 to 5 years,Pennsylvania,"(15000000, 20000000]"
2018,1,1.41,2.4,3.9,3.0,Materials,Industrial Gases,1940,M,0.0,2 to 5 years,Pennsylvania,"(15000000, 20000000]"
2019,1,2.4,1.8,3.7,2.5,Materials,Industrial Gases,1940,M,0.0,2 to 5 years,Pennsylvania,"(15000000, 20000000]"
2020,1,1.55,1.2,8.1,-2.2,Materials,Industrial Gases,1940,M,0.0,5 to 10 years,Pennsylvania,"(15000000, 20000000]"
2021,0,0.09,4.7,5.4,5.8,Materials,Industrial Gases,1940,M,0.0,5 to 10 years,Pennsylvania,"(15000000, 20000000]"
2022,1,0.08,8.0,3.6,1.9,Materials,Industrial Gases,1940,M,0.0,5 to 10 years,Pennsylvania,"(15000000, 20000000]"
2023,0,4.33,3.2,3.5,2.5,Materials,Industrial Gases,1940,M,0.0,5 to 10 years,Pennsylvania,"(15000000, 20000000]"
2015,0,0.11,0.1,5.3,2.9,Information Technology,Electronic Components,1932,M,0.0,5 to 10 years,Connecticut,"(10000000, 15000000]"
2016,1,0.34,1.3,4.9,1.8,Information Technology,Electronic Components,1932,M,0.0,5 to 10 years,Connecticut,"(10000000, 15000000]"
2017,1,0.65,2.1,4.4,2.5,Information Technology,Electronic Components,1932,M,0.0,10+ years,Connecticut,"(10000000, 15000000]"
2018,0,1.41,2.4,3.9,3.0,Information Technology,Electronic Components,1932,M,0.0,10+ years,Connecticut,"(10000000, 15000000]"
2019,1,2.4,1.8,3.7,2.5,Information Technology,Electronic Components,1932,M,0.0,10+ years,Connecticut,"(10000000, 15000000]"
2020,1,1.55,1.2,8.1,-2.2,Information Technology,Electronic Components,1932,M,0.0,10+ years,Connecticut,"(10000000, 15000000]"
2021,1,0.09,4.7,5.4,5.8,Information Technology,Electronic Components,1932,M,0.0,10+ years,Connecticut,"(10000000, 15000000]"
2022,1,0.08,8.0,3.6,1.9,Information Technology,Electronic Components,1932,M,0.0,10+ years,Connecticut,"(10000000, 15000000]"
2023,1,4.33,3.2,3.5,2.5,Information Technology,Electronic Components,1932,M,0.0,10+ years,Connecticut,"(10000000, 15000000]"
2015,1,0.11,0.1,5.3,2.9,Consumer Discretionary,Automotive Parts & Equipment,1994,M,1.0,<= 2 years,Ireland,"(15000000, 20000000]"
2016,0,0.34,1.3,4.9,1.8,Consumer Discretionary,Automotive Parts & Equipment,1994,M,0.0,<= 2 years,Ireland,"(15000000, 20000000]"
2017,1,0.65,2.1,4.4,2.5,Consumer Discretionary,Automotive Parts & Equipment,1994,M,0.0,<= 2 years,Ireland,"(15000000, 20000000]"
2018,0,1.41,2.4,3.9,3.0,Consumer Discretionary,Automotive Parts & Equipment,1994,M,0.0,2 to 5 years,Ireland,"(15000000, 20000000]"
2019,1,2.4,1.8,3.7,2.5,Consumer Discretionary,Automotive Parts & Equipment,1994,M,0.0,2 to 5 years,Ireland,"(15000000, 20000000]"
2020,1,1.55,1.2,8.1,-2.2,Consumer Discretionary,Automotive Parts & Equipment,1994,M,0.0,2 to 5 years,Ireland,"(15000000, 20000000]"
2021,0,0.09,4.7,5.4,5.8,Consumer Discretionary,Automotive Parts & Equipment,1994,M,0.0,5 to 10 years,Ireland,"(15000000, 20000000]"
2022,0,0.08,8.0,3.6,1.9,Consumer Discretionary,Automotive Parts & Equipment,1994,M,0.0,5 to 10 years,Ireland,"(15000000, 20000000]"
2023,0,4.33,3.2,3.5,2.5,Consumer Discretionary,Automotive Parts & Equipment,1994,M,0.0,5 to 10 years,Ireland,"(15000000, 20000000]"
2015,1,0.11,0.1,5.3,2.9,Real Estate,Office REITs,1994,M,0.0,5 to 10 years,California,"(5000000, 10000000]"
2016,1,0.34,1.3,4.9,1.8,Real Estate,Office REITs,1994,M,0.0,2 to 5 years,California,"(5000000, 10000000]"
2017,0,0.65,2.1,4.4,2.5,Real Estate,Office REITs,1994,M,0.0,2 to 5 years,California,"(5000000, 10000000]"
2018,0,1.41,2.4,3.9,3.0,Real Estate,Office REITs,1994,M,1.0,<= 2 years,California,"(5000000, 10000000]"
2019,1,2.4,1.8,3.7,2.5,Real Estate,Office REITs,1994,M,0.0,<= 2 years,California,"(5000000, 10000000]"
2020,0,1.55,1.2,8.1,-2.2,Real Estate,Office REITs,1994,M,0.0,<= 2 years,California,"(5000000, 10000000]"
2021,0,0.09,4.7,5.4,5.8,Real Estate,Office REITs,1994,M,0.0,2 to 5 years,California,"(5000000, 10000000]"
2022,0,0.08,8.0,3.6,1.9,Real Estate,Office REITs,1994,M,1.0,<= 2 years,California,"(5000000, 10000000]"
2023,0,4.33,3.2,3.5,2.5,Real Estate,Office REITs,1994,M,0.0,<= 2 years,California,"(5000000, 10000000]"
2015,1,0.11,0.1,5.3,2.9,Utilities,Gas Utilities,1906,M,0.0,<= 2 years,Texas,"(0, 5000000]"
2016,1,0.34,1.3,4.9,1.8,Utilities,Gas Utilities,1906,M,0.0,5 to 10 years,Texas,"(0, 5000000]"
2017,0,0.65,2.1,4.4,2.5,Utilities,Gas Utilities,1906,M,1.0,<= 2 years,Texas,"(0, 5000000]"
2018,1,1.41,2.4,3.9,3.0,Utilities,Gas Utilities,1906,M,0.0,<= 2 years,Texas,"(0, 5000000]"
2019,0,2.4,1.8,3.7,2.5,Utilities,Gas Utilities,1906,M,1.0,<= 2 years,Texas,"(0, 5000000]"
